id,match_id,period,minute,player,player_id,position,period,location_x,location_y,pass_recipient,pass_recipient_id,pass_end_location_x,pass_end_location_y,pass_type,pass_cross,shot_key_pass_id,pass_height,pass_length,pass_outcome,pass_goal_assist,pass_shot_assist,team,home_away,pass_success
b57e7bb4-a85f-4f4d-a7ae-6a6a2741495b,3943043,2,82,John Stones,3244.0,Right Center Back,2,12.2,66.0,Ollie Watkins,4760.0,93.3,48.8,,,,High Pass,82.90386,Incomplete,,,England,away,incomplete
d9afacc5-7b61-4e2e-a593-be35f72ace40,3943043,2,83,Daniel Carvajal Ramos,5721.0,Right Back,2,114.3,60.3,,,113.2,58.6,,,,Ground Pass,2.0248456,Incomplete,,,Spain,home,incomplete
83423bd8-51ce-4afd-8e4b-0c1224ab24bc,3943043,2,84,Lamine Yamal Nasraoui Ebana,316046.0,Right Wing,2,120.0,80.0,,,116.1,39.9,Corner,,,High Pass,40.289204,Incomplete,,,Spain,home,incomplete
9d683aa0-4db6-49cb-aff7-8d66e3d39d6e,3943043,2,84,Lamine Yamal Nasraoui Ebana,316046.0,Right Wing,2,117.9,57.4,Mikel Oyarzabal Ugarte,6685.0,114.5,41.1,,True,,High Pass,16.650826,Incomplete,,,Spain,home,incomplete
b93fc11b-57cc-4790-acba-f8c5e9755aa6,3943043,2,87,Jude Bellingham,30714.0,Right Defensive Midfield,2,73.1,60.1,Ollie Watkins,4760.0,75.3,59.6,,,,Low Pass,2.2561028,Incomplete,,,England,away,incomplete
7941cfb8-aaad-4df9-9c58-4bafaf048aaf,3943043,2,87,Martín Zubimendi Ibáñez,24921.0,Right Defensive Midfield,2,34.3,24.5,Fabián Ruiz Peña,6655.0,38.7,26.7,Recovery,,,Low Pass,4.9193497,Incomplete,,,Spain,home,incomplete
f582d0f3-ba5b-41ba-b9b2-ef8462f0d650,3943043,2,90,Jordan Pickford,3468.0,Goalkeeper,2,7.0,45.2,,,80.1,54.1,Goal Kick,,,High Pass,73.6398,Incomplete,,,England,away,incomplete
e22ee4ab-0068-4290-8e2a-c8ced47b1af0,3943043,2,90,Bukayo Saka,22084.0,Right Center Midfield,2,85.3,72.3,Ollie Watkins,4760.0,97.8,58.8,Recovery,,,High Pass,18.398369,Incomplete,,,England,away,incomplete
d993c1f2-93a4-4ebc-a2e3-f1d2974ff165,3943043,2,91,Unai Simón Mendibil,11748.0,Goalkeeper,2,26.1,21.1,Mikel Merino Zazón,3042.0,81.1,32.0,Free Kick,,,High Pass,56.069687,Incomplete,,,Spain,home,incomplete
cde5f7b3-d507-4d3a-94cd-6c1b0acd4de2,3943043,2,92,Declan Rice,3943.0,Center Defensive Midfield,2,46.2,37.7,Ivan Toney,3834.0,72.2,52.4,,,,High Pass,29.867876,Incomplete,,,England,away,incomplete
e16d7759-4a9a-466e-ba16-687353efebec,3943043,2,92,Aymeric Laporte,4353.0,Left Center Back,2,47.9,27.7,,,70.9,24.1,Recovery,,,High Pass,23.280035,Incomplete,,,Spain,home,incomplete
5d909b16-f11b-4d1c-8657-7eb5421ed102,3943043,2,92,Jordan Pickford,3468.0,Goalkeeper,2,57.5,36.0,Ivan Toney,3834.0,105.8,59.0,Free Kick,,,High Pass,53.496635,Incomplete,,,England,away,incomplete
